Medicine,Side Effect,Alternatives,% Reduction in Side Effects
Prochlorperazine,Urinary Retention,"Ondansetron, Domperidone, Metoclopramide",20-30
Prochlorperazine,Weight Gain,"Domperidone, Ondansetron, Metoclopramide",30-40
Prochlorperazine,Hypotension,"Ondansetron, Promethazine, Domperidone",15-25
Prochlorperazine,Tremor,"Metoclopramide, Ondansetron, Promethazine",25-35
Prochlorperazine,Restlessness,"Domperidone, Ondansetron, Promethazine",20-30
Promethazine,Drowsiness,"Diphenhydramine, Meclizine, Cetirizine",25-35
Promethazine,Dry Mouth,"Cetirizine, Fexofenadine, Meclizine",20-30
Promethazine,Blurred Vision,"Meclizine, Cetirizine, Loratadine",30-40
Promethazine,Constipation,"Loratadine, Cetirizine, Fexofenadine",15-25
Promethazine,Dizziness,"Cetirizine, Fexofenadine, Loratadine",25-35
Promethazine,Rash,"Loratadine, Cetirizine, Fexofenadine",20-30
Promethazine,Photosensitivity,"Cetirizine, Meclizine, Fexofenadine",30-40
Promethazine,Urinary Retention,"Loratadine, Cetirizine, Meclizine",15-25
Promethazine,Anxiety,"Fexofenadine, Meclizine, Cetirizine",25-35
Promethazine,Fatigue,"Loratadine, Cetirizine, Meclizine",20-30
Propranolol,Fatigue,"Atenolol, Metoprolol, Bisoprolol",30-40
Propranolol,Dizziness,"Atenolol, Carvedilol, Bisoprolol",25-35
Propranolol,Cold Extremities,"Metoprolol, Bisoprolol, Carvedilol",20-30
Propranolol,Bradycardia,"Atenolol, Bisoprolol, Metoprolol",30-40
Propranolol,Depression,"Bisoprolol, Metoprolol, Carvedilol",15-25
Propranolol,Insomnia,"Atenolol, Bisoprolol, Carvedilol",25-35
Propranolol,Nausea,"Metoprolol, Atenolol, Bisoprolol",20-30
Propranolol,Diarrhea,"Carvedilol, Atenolol, Bisoprolol",30-40
Propranolol,Impotence,"Bisoprolol, Metoprolol, Carvedilol",15-25
Propranolol,Vision Problems,"Atenolol, Bisoprolol, Carvedilol",25-35
Pseudoephedrine,Insomnia,"Phenylephrine, Oxymetazoline, Diphenhydramine",10-20
Pseudoephedrine,Dizziness,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-15
Pseudoephedrine,Nervousness,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Increased heart rate,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Dry mouth,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Headache,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Nausea,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Abdominal discomfort,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Increased blood pressure,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Pseudoephedrine,Allergic reactions,"Phenylephrine, Oxymetazoline, Diphenhydramine",5-10
Quetiapine,Drowsiness,"Olanzapine, Risperidone, Aripiprazole",10-20
Quetiapine,Dizziness,"Olanzapine, Risperidone, Aripiprazole",5-15
Quetiapine,Weight gain,"Olanzapine, Risperidone, Clozapine",5-10
Quetiapine,Dry mouth,"Olanzapine, Risperidone, Aripiprazole",5-10
Quetiapine,Constipation,"Olanzapine, Risperidone, Clozapine",5-10
Quetiapine,Fatigue,"Olanzapine, Risperidone, Aripiprazole",5-10
Quetiapine,Increased heart rate,"Olanzapine, Risperidone, Clozapine",5-10
Quetiapine,Rash,"Olanzapine, Risperidone, Aripiprazole",5-10
Quetiapine,Akathisia,"Olanzapine, Risperidone, Aripiprazole",5-10
Quetiapine,Extrapyramidal symptoms,"Olanzapine, Risperidone, Clozapine",5-10
Quinine,Nausea,"Doxycycline, Atovaquone-Proguanil, Clindamycin",20-40
Quinine,Vomiting,"Mefloquine, Doxycycline, Atovaquone-Proguanil",25-35
Quinine,Tinnitus,"Mefloquine, Atovaquone-Proguanil, Artemether-Lumefantrine",30-40
Quinine,Dizziness,"Doxycycline, Artemether-Lumefantrine, Clindamycin",20-30
Quinine,Headache,"Atovaquone-Proguanil, Doxycycline, Mefloquine",20-30
Quinine,Diarrhea,"Artemether-Lumefantrine, Atovaquone-Proguanil, Doxycycline",25-40
Quinine,Rash,"Mefloquine, Artemether-Lumefantrine, Doxycycline",30-40
Quinine,Visual Disturbances,"Atovaquone-Proguanil, Artemether-Lumefantrine, Mefloquine",20-35
Quinine,Hypoglycemia,"Doxycycline, Artemether-Lumefantrine, Clindamycin",25-40
Quinine,Abdominal Pain,"Atovaquone-Proguanil, Artemether-Lumefantrine, Mefloquine",30-40
Quinupristin,Nausea,"Linezolid, Daptomycin, Vancomycin",20-40
Quinupristin,Diarrhea,"Tigecycline, Linezolid, Daptomycin",25-35
Quinupristin,Injection Site Pain,"Vancomycin, Daptomycin, Linezolid",30-40
Quinupristin,Rash,"Linezolid, Tigecycline, Daptomycin",20-30
Quinupristin,Headache,"Vancomycin, Linezolid, Tigecycline",20-30
Quinupristin,Arthralgia,"Daptomycin, Linezolid, Tigecycline",25-40
Quinupristin,Myalgia,"Vancomycin, Daptomycin, Linezolid",30-40
Quinupristin,Insomnia,"Tigecycline, Linezolid, Daptomycin",20-35
Quinupristin,Fever,"Vancomycin, Daptomycin, Tigecycline",25-40
Quinupristin,Vomiting,"Linezolid, Tigecycline, Daptomycin",30-40
Ramelteon,Drowsiness,"Melatonin, Zaleplon, Doxepin",10-20
Ramelteon,Fatigue,"Melatonin, Zaleplon, Doxepin",5-15
Ramelteon,Dizziness,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Nausea,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Headache,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Insomnia,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Hormonal changes,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Allergic reactions,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Vivid dreams,"Melatonin, Zaleplon, Doxepin",5-10
Ramelteon,Chest pain,"Melatonin, Zaleplon, Doxepin",5-10
Ranitidine,Headache,"Famotidine, Cimetidine, Esomeprazole",10-20
Ranitidine,Nausea,"Famotidine, Cimetidine, Lansoprazole",5-15
Ranitidine,Diarrhea,"Famotidine, Cimetidine, Omeprazole",5-10
Ranitidine,Constipation,"Famotidine, Cimetidine, Lansoprazole",5-10
Ranitidine,Fatigue,"Famotidine, Cimetidine, Omeprazole",5-10
Ranitidine,Dizziness,"Famotidine, Cimetidine, Esomeprazole",5-10
Ranitidine,Rash,"Famotidine, Cimetidine, Lansoprazole",5-10
Ranitidine,Liver enzyme changes,"Famotidine, Cimetidine, Omeprazole",5-10
Ranitidine,Allergic reactions,"Famotidine, Cimetidine, Esomeprazole",5-10
Ranitidine,Abdominal pain,"Famotidine, Cimetidine, Lansoprazole",5-10
Rifampicin,Nausea,"Isoniazid, Ethambutol, Pyrazinamide",20-40
Rifampicin,Vomiting,"Ethambutol, Isoniazid, Pyrazinamide",25-35
Rifampicin,Liver Dysfunction,"Isoniazid, Ethambutol, Streptomycin",30-40
Rifampicin,Rash,"Ethambutol, Streptomycin, Isoniazid",20-30
Rifampicin,Fever,"Isoniazid, Ethambutol, Pyrazinamide",20-30
Rifampicin,Orange-Red Urine,"Isoniazid, Streptomycin, Ethambutol",25-40
Rifampicin,Abdominal Pain,"Ethambutol, Isoniazid, Pyrazinamide",30-40
Rifampicin,Fatigue,"Pyrazinamide, Streptomycin, Ethambutol",20-35
Rifampicin,Diarrhea,"Isoniazid, Ethambutol, Pyrazinamide",25-40
Rifampicin,Itching,"Ethambutol, Streptomycin, Isoniazid",30-40
Rifampin,Hepatotoxicity,"Isoniazid, Ethambutol, Pyrazinamide",40-50
Rifampin,Nausea,"Ethambutol, Isoniazid, Pyrazinamide",25-35
Rifampin,Vomiting,"Pyrazinamide, Ethambutol, Isoniazid",20-30
Rifampin,Red-Orange Urine,"Isoniazid, Ethambutol, Pyrazinamide",30-40
Rifampin,Rash,"Ethambutol, Isoniazid, Pyrazinamide",15-25
Rifampin,Fever,"Pyrazinamide, Isoniazid, Ethambutol",25-35
Rifampin,Flu-like Symptoms,"Ethambutol, Isoniazid, Pyrazinamide",20-30
Rifampin,Diarrhea,"Isoniazid, Ethambutol, Pyrazinamide",30-40
Rifampin,Abdominal Pain,"Ethambutol, Pyrazinamide, Isoniazid",15-25
Rifampin,Joint Pain,"Isoniazid, Pyrazinamide, Ethambutol",25-35
Risedronate,Abdominal pain,"Alendronate, Ibandronate, Calcitonin",10-20
Risedronate,Nausea,"Ibandronate, Zoledronic acid, Raloxifene",5-15
Risedronate,Diarrhea,"Alendronate, Zoledronic acid, Etidronate",5-10
Risedronate,Heartburn,"Ibandronate, Alendronate, Esomeprazole",5-10
Risedronate,Headache,"Ibandronate, Raloxifene, Denosumab",5-10
Risedronate,Dizziness,"Zoledronic acid, Raloxifene, Denosumab",5-10
Risedronate,Musculoskeletal pain,"Alendronate, Ibandronate, Teriparatide",5-10
Risedronate,Rash,"Ibandronate, Teriparatide, Calcitonin",5-10
Risedronate,Fever,"Ibandronate, Denosumab, Teriparatide",5-10
Risedronate,Osteonecrosis of the jaw,"Alendronate, Zoledronic acid, Teriparatide",1-5
Rituximab,Infusion Reactions,"Ocrelizumab, Ofatumumab, Obinutuzumab",20-40
Rituximab,Fever,"Ofatumumab, Obinutuzumab, Belimumab",25-35
Rituximab,Chills,"Ocrelizumab, Obinutuzumab, Belimumab",30-40
Rituximab,Infections,"Belimumab, Ofatumumab, Ocrelizumab",20-30
Rituximab,Nausea,"Obinutuzumab, Belimumab, Ocrelizumab",20-30
Rituximab,Weakness,"Ocrelizumab, Ofatumumab, Obinutuzumab",25-40
Rituximab,Low Blood Pressure,"Ofatumumab, Ocrelizumab, Belimumab",30-40
Rituximab,Dizziness,"Obinutuzumab, Belimumab, Ofatumumab",20-35
Rituximab,Anemia,"Belimumab, Ocrelizumab, Ofatumumab",25-40
Rituximab,Rash,"Ofatumumab, Belimumab, Obinutuzumab",30-40
Rivaroxaban,Bleeding,"Apixaban, Dabigatran, Edoxaban",30-40
Rivaroxaban,Bruising,"Apixaban, Edoxaban, Dabigatran",25-35
Rivaroxaban,Nausea,"Dabigatran, Apixaban, Edoxaban",20-30
Rivaroxaban,Anemia,"Edoxaban, Apixaban, Dabigatran",30-40
Rivaroxaban,Dizziness,"Apixaban, Dabigatran, Edoxaban",15-25
Rivaroxaban,Rash,"Dabigatran, Apixaban, Edoxaban",25-35
Rivaroxaban,Headache,"Apixaban, Edoxaban, Dabigatran",20-30
Rivaroxaban,Fatigue,"Edoxaban, Dabigatran, Apixaban",30-40
Rivaroxaban,Abdominal Pain,"Apixaban, Edoxaban, Dabigatran",15-25
Rivaroxaban,Constipation,"Dabigatran, Apixaban, Edoxaban",25-35
Rizatriptan,Dizziness,"Sumatriptan, Naratriptan, Eletriptan",10-20
Rizatriptan,Fatigue,"Almotriptan, Sumatriptan, Frovatriptan",5-15
Rizatriptan,Nausea,"Sumatriptan, Naratriptan, Eletriptan",5-10
Rizatriptan,Dry mouth,"Almotriptan, Frovatriptan, Naratriptan",5-10
Rizatriptan,Headache,"Eletriptan, Almotriptan, Frovatriptan",5-10
Rizatriptan,Chest pain,"Sumatriptan, Almotriptan, Naratriptan",5-10
Rizatriptan,Increased blood pressure,"Almotriptan, Sumatriptan, Eletriptan",5-10
Rizatriptan,Palpitations,"Sumatriptan, Almotriptan, Naratriptan",5-10
Rizatriptan,Sleepiness,"Naratriptan, Frovatriptan, Almotriptan",5-10
Rizatriptan,Allergic reactions,"Sumatriptan, Eletriptan, Almotriptan",5-10
Roflumilast,Diarrhea,"Montelukast, Zafirlukast, Theophylline",10-20
Roflumilast,Nausea,"Montelukast, Zafirlukast, Theophylline",5-15
Roflumilast,Headache,"Montelukast, Zafirlukast, Salmeterol",5-10
Roflumilast,Insomnia,"Montelukast, Zafirlukast, Theophylline",5-10
Roflumilast,Fatigue,"Montelukast, Zafirlukast, Theophylline",5-10
Roflumilast,Weight loss,"Montelukast, Zafirlukast, Theophylline",5-10
Roflumilast,Anxiety,"Montelukast, Zafirlukast, Salmeterol",5-10
Roflumilast,Liver enzyme changes,"Montelukast, Zafirlukast, Theophylline",5-10
Roflumilast,Respiratory tract infections,"Montelukast, Zafirlukast, Salmeterol",5-10
Roflumilast,Allergic reactions,"Montelukast, Zafirlukast, Theophylline",5-10
Ropinirole,Nausea,"Pramipexole, Cabergoline, Bromocriptine",10-20
Ropinirole,Dizziness,"Pramipexole, Cabergoline, Apomorphine",5-15
Ropinirole,Fatigue,"Pramipexole, Cabergoline, Bromocriptine",5-10
Ropinirole,Orthostatic hypotension,"Pramipexole, Cabergoline, Apomorphine",5-10
Ropinirole,Hallucinations,"Pramipexole, Cabergoline, Bromocriptine",5-10
Ropinirole,Sleepiness,"Pramipexole, Cabergoline, Apomorphine",5-10
Ropinirole,Restlessness,"Pramipexole, Cabergoline, Bromocriptine",5-10
Ropinirole,Increased sweating,"Pramipexole, Cabergoline, Apomorphine",5-10
Ropinirole,Vomiting,"Pramipexole, Cabergoline, Bromocriptine",5-10
Ropinirole,Dyskinesia,"Pramipexole, Cabergoline, Apomorphine",5-10
Rosuvastatin,Muscle pain,"Atorvastatin, Simvastatin, Pravastatin",10-20
Rosuvastatin,Nausea,"Simvastatin, Lovastatin, Fluvastatin",5-15
Rosuvastatin,Headache,"Atorvastatin, Lovastatin, Fenofibrate",5-10
Rosuvastatin,Abdominal pain,"Pravastatin, Atorvastatin, Simvastatin",5-10
Rosuvastatin,Fatigue,"Fluvastatin, Pitavastatin, Atorvastatin",5-10
Rosuvastatin,Dizziness,"Pitavastatin, Lovastatin, Fenofibrate",5-10
Rosuvastatin,Liver enzyme changes,"Atorvastatin, Simvastatin, Fluvastatin",5-10
Rosuvastatin,Rash,"Simvastatin, Lovastatin, Fluvastatin",5-10
Rosuvastatin,Allergic reactions,"Atorvastatin, Simvastatin, Lovastatin",5-10
Rosuvastatin,Increased blood sugar,"Pitavastatin, Atorvastatin, Simvastatin",5-10
Saxagliptin,Nausea,"Linagliptin, Sitagliptin, Alogliptin",15-25
Saxagliptin,Headache,"Linagliptin, Sitagliptin, Alogliptin",20-30
Saxagliptin,Upper respiratory infection,"Linagliptin, Sitagliptin, Alogliptin",10-20
Saxagliptin,Urinary tract infection,"Linagliptin, Sitagliptin, Alogliptin",15-25
Saxagliptin,Pancreatitis,"Linagliptin, Sitagliptin, Alogliptin",10-20
Saxagliptin,Joint pain,"Linagliptin, Sitagliptin, Alogliptin",20-30
Saxagliptin,Diarrhea,"Linagliptin, Sitagliptin, Alogliptin",15-25
Saxagliptin,Hypoglycemia,"Linagliptin, Sitagliptin, Alogliptin",10-20
Saxagliptin,Swelling (Edema),"Linagliptin, Sitagliptin, Alogliptin",15-25
Saxagliptin,Weight gain,"Linagliptin, Sitagliptin, Alogliptin",10-20
Secukinumab,Nasopharyngitis,"Ustekinumab, Guselkumab, Brodalumab",15-25
Secukinumab,Diarrhea,"Ustekinumab, Guselkumab, Brodalumab",20-30
Secukinumab,Upper respiratory infection,"Ustekinumab, Guselkumab, Brodalumab",10-20
Secukinumab,Headache,"Ustekinumab, Guselkumab, Brodalumab",15-25
Secukinumab,Nausea,"Ustekinumab, Guselkumab, Brodalumab",20-30
Secukinumab,Fatigue,"Ustekinumab, Guselkumab, Brodalumab",10-20
Secukinumab,Cough,"Ustekinumab, Guselkumab, Brodalumab",15-25
Secukinumab,Injection site reactions,"Ustekinumab, Guselkumab, Brodalumab",20-30
Secukinumab,Fungal infections,"Ustekinumab, Guselkumab, Brodalumab",10-20
Secukinumab,Weight gain,"Ustekinumab, Guselkumab, Brodalumab",10-20
Selegiline,Nausea,"Rasagiline, Phenelzine, Tranylcypromine",10-20
Selegiline,Dizziness,"Rasagiline, Phenelzine, Mirtazapine",5-15
Selegiline,Insomnia,"Rasagiline, Tranylcypromine, Fluoxetine",5-10
Selegiline,Headache,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Selegiline,Fatigue,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Selegiline,Hypertension,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Selegiline,Allergic reactions,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Selegiline,Dry mouth,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Selegiline,Confusion,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Selegiline,Serotonin syndrome,"Rasagiline, Phenelzine, Tranylcypromine",5-10
Sertraline,Nausea,"Escitalopram, Citalopram, Fluoxetine",20-30
Sertraline,Insomnia,"Fluoxetine, Paroxetine, Escitalopram",25-35
Sertraline,Dizziness,"Citalopram, Paroxetine, Fluoxetine",30-40
Sertraline,Dry Mouth,"Escitalopram, Citalopram, Paroxetine",15-25
Sertraline,Diarrhea,"Fluoxetine, Paroxetine, Citalopram",20-30
Sertraline,Fatigue,"Citalopram, Escitalopram, Fluoxetine",30-40
Sertraline,Increased Sweating,"Escitalopram, Paroxetine, Citalopram",25-35
Sertraline,Anxiety,"Fluoxetine, Paroxetine, Escitalopram",20-30
Sertraline,Sexual Dysfunction,"Bupropion, Mirtazapine, Nefazodone",40-50
Sertraline,Weight Gain,"Bupropion, Fluoxetine, Escitalopram",15-25
Sevelamer,Nausea,"Lanthanum carbonate, Calcium acetate, Aluminum hydroxide",20-30
Sevelamer,Vomiting,"Lanthanum carbonate, Magnesium carbonate, Calcium acetate",25-35
Sevelamer,Diarrhea,"Sucroferric oxyhydroxide, Lanthanum carbonate, Calcium acetate",15-25
Sevelamer,Abdominal pain,"Calcium acetate, Sucroferric oxyhydroxide, Lanthanum carbonate",15-25
Sevelamer,Constipation,"Aluminum hydroxide, Lanthanum carbonate, Magnesium carbonate",20-30
Sevelamer,Flatulence,"Sucroferric oxyhydroxide, Lanthanum carbonate, Aluminum hydroxide",15-25
Sevelamer,Indigestion,"Lanthanum carbonate, Aluminum hydroxide, Magnesium carbonate",20-30
Sevelamer,Hypotension,"Calcium acetate, Lanthanum carbonate, Aluminum hydroxide",15-25
Sevelamer,Muscle pain,"Lanthanum carbonate, Aluminum hydroxide, Magnesium carbonate",20-30
Sevelamer,Fatigue,"Lanthanum carbonate, Aluminum hydroxide, Magnesium carbonate",20-30
Sildenafil,Headache,"Tadalafil, Vardenafil, Avanafil",20-30
Sildenafil,Flushing,"Tadalafil, Vardenafil, Avanafil",15-25
Sildenafil,Nasal congestion,"Tadalafil, Vardenafil, Avanafil",15-25
Sildenafil,Dyspepsia,"Tadalafil, Vardenafil, Avanafil",20-30
Sildenafil,Dizziness,"Tadalafil, Vardenafil, Avanafil",15-25
Sildenafil,Back pain,"Tadalafil, Vardenafil, Avanafil",20-30
Sildenafil,Muscle aches,"Tadalafil, Vardenafil, Avanafil",20-30
Sildenafil,Vision disturbances,"Tadalafil, Vardenafil, Avanafil",15-25
Sildenafil,Rash,"Tadalafil, Vardenafil, Avanafil",10-20
Sildenafil,Palpitations,"Tadalafil, Vardenafil, Avanafil",15-25
Simvastatin,Muscle pain,"Pravastatin, Rosuvastatin, Atorvastatin",25-35
Simvastatin,Headache,"Atorvastatin, Ezetimibe, Rosuvastatin",15-25
Simvastatin,Nausea,"Ezetimibe, Rosuvastatin, Pravastatin",20-30
Simvastatin,Diarrhea,"Pravastatin, Ezetimibe, Atorvastatin",20-30
Simvastatin,Constipation,"Ezetimibe, Rosuvastatin, Pravastatin",25-35
Simvastatin,Abdominal pain,"Rosuvastatin, Ezetimibe, Atorvastatin",15-25
Simvastatin,Dizziness,"Pravastatin, Ezetimibe, Rosuvastatin",20-30
Simvastatin,Fatigue,"Rosuvastatin, Atorvastatin, Ezetimibe",20-30
Simvastatin,Rash,"Ezetimibe, Rosuvastatin, Atorvastatin",10-20
Simvastatin,Insomnia,"Rosuvastatin, Pravastatin, Ezetimibe",20-30
Sitagliptin,Nausea,"Metformin, Linagliptin, Pioglitazone",20-30
Sitagliptin,Diarrhea,"Linagliptin, Saxagliptin, Pioglitazone",20-30
Sitagliptin,Hypoglycemia,"Linagliptin, Saxagliptin, Metformin",25-35
Sitagliptin,Headache,"Metformin, Linagliptin, Pioglitazone",15-25
Sitagliptin,Upper respiratory tract infection,"Linagliptin, Saxagliptin, Pioglitazone",10-20
Sitagliptin,Joint pain,"Linagliptin, Pioglitazone, Saxagliptin",20-30
Sitagliptin,Fatigue,"Metformin, Linagliptin, Pioglitazone",15-25
Sitagliptin,Dizziness,"Linagliptin, Metformin, Saxagliptin",20-30
Sitagliptin,Weight gain,"Metformin, Linagliptin, Saxagliptin",25-35
Sitagliptin,Constipation,"Linagliptin, Pioglitazone, Saxagliptin",20-30
Sotalol,Fatigue,"Atenolol, Metoprolol, Carvedilol",15-25
Sotalol,Dizziness,"Atenolol, Metoprolol, Carvedilol",20-30
Sotalol,Bradycardia,"Atenolol, Metoprolol, Carvedilol",20-30
Sotalol,Shortness of breath,"Atenolol, Metoprolol, Carvedilol",15-25
Sotalol,Chest pain,"Atenolol, Metoprolol, Carvedilol",10-20
Sotalol,Lightheadedness,"Atenolol, Metoprolol, Carvedilol",15-25
Sotalol,Nausea,"Atenolol, Metoprolol, Carvedilol",15-25
Sotalol,Vomiting,"Atenolol, Metoprolol, Carvedilol",20-30
Sotalol,Insomnia,"Atenolol, Metoprolol, Carvedilol",15-25
Sotalol,Cold extremities,"Atenolol, Metoprolol, Carvedilol",15-25
Spironolactone,Hyperkalemia,"Eplerenone, Amiloride, Triamterene",30-40
Spironolactone,Gynecomastia,"Eplerenone, Amiloride, Triamterene",20-30
Spironolactone,Dizziness,"Furosemide, Hydrochlorothiazide, Torsemide",25-35
Spironolactone,Nausea,"Eplerenone, Furosemide, Amiloride",20-30
Spironolactone,Headache,"Triamterene, Hydrochlorothiazide, Eplerenone",30-40
Spironolactone,Rash,"Amiloride, Eplerenone, Furosemide",15-25
Spironolactone,Breast Tenderness,"Eplerenone, Hydrochlorothiazide, Triamterene",25-35
Spironolactone,Abdominal Pain,"Amiloride, Eplerenone, Furosemide",20-30
Spironolactone,Fatigue,"Eplerenone, Triamterene, Hydrochlorothiazide",30-40
Spironolactone,Menstrual Irregularities,"Eplerenone, Amiloride, Triamterene",25-35
Sucralfate,Constipation,"Misoprostol, H2 blockers, PPIs",15-25
Sucralfate,Dry mouth,"Misoprostol, H2 blockers, PPIs",10-20
Sucralfate,Indigestion,"Misoprostol, H2 blockers, PPIs",20-30
Sucralfate,Nausea,"Misoprostol, H2 blockers, PPIs",15-25
Sucralfate,Rash,"Misoprostol, H2 blockers, PPIs",10-20
Sucralfate,Dizziness,"Misoprostol, H2 blockers, PPIs",15-25
Sucralfate,Back pain,"Misoprostol, H2 blockers, PPIs",20-30
Sucralfate,Vomiting,"Misoprostol, H2 blockers, PPIs",15-25
Sucralfate,Itching,"Misoprostol, H2 blockers, PPIs",10-20
Sucralfate,Sleep disturbances,"Misoprostol, H2 blockers, PPIs",15-25
Sulfamethoxazole,Rash,"Doxycycline, Amoxicillin, Azithromycin",20-30
Sulfamethoxazole,Nausea,"Ciprofloxacin, Doxycycline, Amoxicillin",25-35
Sulfamethoxazole,Vomiting,"Amoxicillin, Doxycycline, Azithromycin",30-40
Sulfamethoxazole,Diarrhea,"Ciprofloxacin, Azithromycin, Amoxicillin",15-25
Sulfamethoxazole,Photosensitivity,"Doxycycline, Amoxicillin, Ciprofloxacin",20-30
Sulfamethoxazole,Headache,"Amoxicillin, Doxycycline, Azithromycin",30-40
Sulfamethoxazole,Itching,"Azithromycin, Ciprofloxacin, Doxycycline",25-35
Sulfamethoxazole,Dizziness,"Doxycycline, Ciprofloxacin, Amoxicillin",20-30
Sulfamethoxazole,Fever,"Azithromycin, Doxycycline, Ciprofloxacin",30-40
Sulfamethoxazole,Fatigue,"Amoxicillin, Azithromycin, Doxycycline",25-35
Sulfasalazine,Nausea,"Mesalamine, Balsalazide, Olsalazine",15-25
Sulfasalazine,Headache,"Mesalamine, Balsalazide, Olsalazine",20-30
Sulfasalazine,Rash,"Mesalamine, Balsalazide, Olsalazine",15-25
Sulfasalazine,Anemia,"Mesalamine, Balsalazide, Olsalazine",20-30
Sulfasalazine,Diarrhea,"Mesalamine, Balsalazide, Olsalazine",20-30
Sulfasalazine,Abdominal pain,"Mesalamine, Balsalazide, Olsalazine",15-25
Sulfasalazine,Loss of appetite,"Mesalamine, Balsalazide, Olsalazine",10-20
Sulfasalazine,Dizziness,"Mesalamine, Balsalazide, Olsalazine",15-25
Sulfasalazine,Liver function test abnormalities,"Mesalamine, Balsalazide, Olsalazine",10-20
Sulfasalazine,Oligospermia,"Mesalamine, Balsalazide, Olsalazine",15-25
Sulindac,Indigestion,"Ibuprofen, Naproxen, Etodolac",15-25
Sulindac,Nausea,"Ibuprofen, Naproxen, Etodolac",20-30
Sulindac,Abdominal pain,"Ibuprofen, Naproxen, Etodolac",15-25
Sulindac,Diarrhea,"Ibuprofen, Naproxen, Etodolac",20-30
Sulindac,Dizziness,"Ibuprofen, Naproxen, Etodolac",15-25
Sulindac,Rash,"Ibuprofen, Naproxen, Etodolac",15-25
Sulindac,Headache,"Ibuprofen, Naproxen, Etodolac",20-30
Sulindac,Tinnitus,"Ibuprofen, Naproxen, Etodolac",10-20
Sulindac,Liver enzyme abnormalities,"Ibuprofen, Naproxen, Etodolac",10-20
Sulindac,Edema,"Ibuprofen, Naproxen, Etodolac",15-25
Sumatriptan,Dizziness,"Rizatriptan, Zolmitriptan, Naratriptan",20-30
Sumatriptan,Fatigue,"Naratriptan, Rizatriptan, Zolmitriptan",15-25
Sumatriptan,Nausea,"Zolmitriptan, Naratriptan, Rizatriptan",20-30
Sumatriptan,Flushing,"Naratriptan, Zolmitriptan, Rizatriptan",15-25
Sumatriptan,Chest discomfort,"Zolmitriptan, Naratriptan, Rizatriptan",25-35
Sumatriptan,Throat irritation,"Rizatriptan, Zolmitriptan, Naratriptan",20-30
Sumatriptan,Muscle cramps,"Naratriptan, Zolmitriptan, Rizatriptan",15-25
Sumatriptan,Tingling sensation,"Naratriptan, Rizatriptan, Zolmitriptan",20-30
Sumatriptan,Sweating,"Rizatriptan, Zolmitriptan, Naratriptan",20-30
Sumatriptan,Weakness,"Zolmitriptan, Rizatriptan, Naratriptan",15-25
Sunitinib,Fatigue,"Sorafenib, Pazopanib, Axitinib",15-25
Sunitinib,Diarrhea,"Sorafenib, Pazopanib, Axitinib",20-30
Sunitinib,Hand-foot syndrome,"Sorafenib, Pazopanib, Axitinib",10-20
Sunitinib,Hypertension,"Sorafenib, Pazopanib, Axitinib",15-25
Sunitinib,Nausea,"Sorafenib, Pazopanib, Axitinib",15-25
Sunitinib,Stomatitis,"Sorafenib, Pazopanib, Axitinib",15-25
Sunitinib,Rash,"Sorafenib, Pazopanib, Axitinib",10-20
Sunitinib,Bleeding complications,"Sorafenib, Pazopanib, Axitinib",10-20
Sunitinib,Neutropenia,"Sorafenib, Pazopanib, Axitinib",20-30
Sunitinib,Hepatotoxicity,"Sorafenib, Pazopanib, Axitinib",10-20
Tacrolimus,Tremor,"Cyclosporine, Mycophenolate mofetil, Azathioprine",25-35
Tacrolimus,Hypertension,"Cyclosporine, Mycophenolate mofetil, Azathioprine",20-30
Tacrolimus,Hyperglycemia,"Mycophenolate mofetil, Azathioprine, Everolimus",20-30
Tacrolimus,Kidney dysfunction,"Mycophenolate mofetil, Azathioprine, Sirolimus",30-40
Tacrolimus,Headache,"Mycophenolate mofetil, Azathioprine, Cyclosporine",15-25
Tacrolimus,Diarrhea,"Mycophenolate mofetil, Azathioprine, Sirolimus",25-35
Tacrolimus,Nausea,"Mycophenolate mofetil, Azathioprine, Everolimus",20-30
